x_m,x_um,slm_potential_J,slm_potential_uK,slm_force_N,aod_potential_J,aod_potential_uK,aod_force_N
3.341520000000e-06,3.341520000000e+00,-2.044113081279e-34,-1.480545077915e-05,-1.995892977823e-27,-3.179731459767e-34,-2.303070121202e-05,-3.104722409947e-27
3.343860000000e-06,3.343860000000e+00,-1.997922707080e-34,-1.447089526071e-05,-1.952158323704e-27,-3.107879766569e-34,-2.251028151666e-05,-3.036690725762e-27
3.346200000000e-06,3.346200000000e+00,-1.952744842452e-34,-1.414367331923e-05,-1.909350512620e-27,-3.037603088258e-34,-2.200126960769e-05,-2.970100797408e-27
3.348540000000e-06,3.348540000000e+00,-1.908558021438e-34,-1.382362947743e-05,-1.867450617900e-27,-2.968868033348e-34,-2.150342363156e-05,-2.904923183399e-27
3.350880000000e-06,3.350880000000e+00,-1.865341216618e-34,-1.351061143432e-05,-1.826440083553e-27,-2.901641892517e-34,-2.101650667560e-05,-2.841129018861e-27
3.353220000000e-06,3.353220000000e+00,-1.823073830509e-34,-1.320447000294e-05,-1.786300717347e-27,-2.835892625237e-34,-2.054028667124e-05,-2.778690004762e-27
3.355560000000e-06,3.355560000000e+00,-1.781735687141e-34,-1.290505904934e-05,-1.747014684007e-27,-2.771588846663e-34,-2.007453629897e-05,-2.717578397344e-27
3.357900000000e-06,3.357900000000e+00,-1.741307023774e-34,-1.261223543257e-05,-1.708564498540e-27,-2.708699814759e-34,-1.961903289510e-05,-2.657766997729e-27
3.360240000000e-06,3.360240000000e+00,-1.701768482785e-34,-1.232585894594e-05,-1.670933019678e-27,-2.647195417666e-34,-1.917355836035e-05,-2.599229141722e-27
3.362580000000e-06,3.362580000000e+00,-1.663101103698e-34,-1.204579225928e-05,-1.634103443429e-27,-2.587046161309e-34,-1.873789906999e-05,-2.541938689778e-27
3.364920000000e-06,3.364920000000e+00,-1.625286315366e-34,-1.177190086232e-05,-1.598059296750e-27,-2.528223157237e-34,-1.831184578583e-05,-2.485870017167e-27
3.367260000000e-06,3.367260000000e+00,-1.588305928300e-34,-1.150405300913e-05,-1.562784431332e-27,-2.470698110688e-34,-1.789519356975e-05,-2.430998004294e-27
3.369600000000e-06,3.369600000000e+00,-1.552142127139e-34,-1.124211966357e-05,-1.528263017491e-27,-2.414443308883e-34,-1.748774169889e-05,-2.377298027208e-27
3.371940000000e-06,3.371940000000e+00,-1.516777463271e-34,-1.098597444587e-05,-1.494479538170e-27,-2.359431609533e-34,-1.708929358246e-05,-2.324745948265e-27
3.374280000000e-06,3.374280000000e+00,-1.482194847582e-34,-1.073549358006e-05,-1.461418783052e-27,-2.305636429572e-34,-1.669965668010e-05,-2.273318106970e-27
3.376620000000e-06,3.376620000000e+00,-1.448377543346e-34,-1.049055584255e-05,-1.429065842768e-27,-2.253031734093e-34,-1.631864242174e-05,-2.222991310972e-27
3.378960000000e-06,3.378960000000e+00,-1.415309159250e-34,-1.025104251153e-05,-1.397406103219e-27,-2.201592025500e-34,-1.594606612905e-05,-2.173742827229e-27
3.381300000000e-06,3.381300000000e+00,-1.382973642554e-34,-1.001683731748e-05,-1.366425239993e-27,-2.151292332861e-34,-1.558174693830e-05,-2.125550373323e-27
3.383640000000e-06,3.383640000000e+00,-1.351355272369e-34,-9.787826394466e-06,-1.336109212886e-27,-2.102108201463e-34,-1.522550772472e-05,-2.078392108934e-27
3.385980000000e-06,3.385980000000e+00,-1.320438653079e-34,-9.563898232489e-06,-1.306444260516e-27,-2.054015682567e-34,-1.487717502832e-05,-2.032246627470e-27
3.388320000000e-06,3.388320000000e+00,-1.290208707869e-34,-9.344943630634e-06,-1.277416895039e-27,-2.006991323352e-34,-1.453657898099e-05,-1.987092947838e-27
3.390660000000e-06,3.390660000000e+00,-1.260650672394e-34,-9.130855651173e-06,-1.249013896956e-27,-1.961012157057e-34,-1.420355323516e-05,-1.942910506376e-27
3.393000000000e-06,3.393000000000e+00,-1.231750088552e-34,-8.921529574510e-06,-1.221222310017e-27,-1.916055693303e-34,-1.387793489368e-05,-1.899679148916e-27
3.395340000000e-06,3.395340000000e+00,-1.203492798388e-34,-8.716862854993e-06,-1.194029436213e-27,-1.872099908604e-34,-1.355956444110e-05,-1.857379122998e-27
3.397680000000e-06,3.397680000000e+00,-1.175864938108e-34,-8.516755077560e-06,-1.167422830860e-27,-1.829123237057e-34,-1.324828567620e-05,-1.815991070226e-27
3.400020000000e-06,3.400020000000e+00,-1.148852932204e-34,-8.321107915218e-06,-1.141390297772e-27,-1.787104561206e-34,-1.294394564589e-05,-1.775496018757e-27
3.402360000000e-06,3.402360000000e+00,-1.122443487699e-34,-8.129825087328e-06,-1.115919884523e-27,-1.746023203088e-34,-1.264639458029e-05,-1.735875375925e-27
3.404700000000e-06,3.404700000000e+00,-1.096623588498e-34,-7.942812318687e-06,-1.090999877788e-27,-1.705858915442e-34,-1.235548582907e-05,-1.697110921004e-27
3.407040000000e-06,3.407040000000e+00,-1.071380489843e-34,-7.759977299390e-06,-1.066618798777e-27,-1.666591873088e-34,-1.207107579905e-05,-1.659184798097e-27
3.409380000000e-06,3.409380000000e+00,-1.046701712878e-34,-7.581229645465e-06,-1.042765398744e-27,-1.628202664477e-34,-1.179302389295e-05,-1.622079509158e-27
3.411720000000e-06,3.411720000000e+00,-1.022575039323e-34,-7.406480860255e-06,-1.019428654587e-27,-1.590672283391e-34,-1.152119244929e-05,-1.585777907135e-27
3.414060000000e-06,3.414060000000e+00,-9.989885062380e-35,-7.235644296545e-06,-9.965977645137e-28,-1.553982120815e-34,-1.125544668351e-05,-1.550263189244e-27
3.416400000000e-06,3.416400000000e+00,-9.759304008981e-35,-7.068635119412e-06,-9.742621438025e-28,-1.518113956953e-34,-1.099565463020e-05,-1.515518890360e-27
3.418740000000e-06,3.418740000000e+00,-9.533892557616e-35,-6.905370269790e-06,-9.524114206275e-28,-1.483049953407e-34,-1.074168708634e-05,-1.481528876532e-27
3.421080000000e-06,3.421080000000e+00,-9.313538435368e-35,-6.745768428737e-06,-9.310354319663e-28,-1.448772645502e-34,-1.049341755581e-05,-1.448277338614e-27
3.423420000000e-06,3.423420000000e+00,-9.098131723428e-35,-6.589749982384e-06,-9.101242195812e-28,-1.415264934756e-34,-1.025072219482e-05,-1.415748786015e-27
3.425760000000e-06,3.425760000000e+00,-8.887564809643e-35,-6.437236987564e-06,-8.896680260730e-28,-1.382510081500e-34,-1.001347975843e-05,-1.383928040558e-27
3.428100000000e-06,3.428100000000e+00,-8.681732341970e-35,-6.288153138104e-06,-8.696572910076e-28,-1.350491697640e-34,-9.781571548161e-06,-1.352800230456e-27
3.430440000000e-06,3.430440000000e+00,-8.480531182833e-35,-6.142423731762e-06,-8.500826471134e-28,-1.319193739552e-34,-9.554881360518e-06,-1.322350784399e-27
3.432780000000e-06,3.432780000000e+00,-8.283860364364e-35,-5.999975637808e-06,-8.309349165485e-28,-1.288600501123e-34,-9.333295436590e-06,-1.292565425742e-27
3.435120000000e-06,3.435120000000e+00,-8.091621044504e-35,-5.860737265231e-06,-8.122051072364e-28,-1.258696606923e-34,-9.116702412582e-06,-1.263430166812e-27
3.437460000000e-06,3.437460000000e+00,-7.903716463957e-35,-5.724638531558e-06,-7.938844092686e-28,-1.229467005504e-34,-8.904993271312e-06,-1.234931303307e-27
3.439800000000e-06,3.439800000000e+00,-7.720051903976e-35,-5.591610832280e-06,-7.759641913740e-28,-1.200896962841e-34,-8.698061294657e-06,-1.207055408804e-27
3.442140000000e-06,3.442140000000e+00,-7.540534644971e-35,-5.461587010870e-06,-7.584359974531e-28,-1.172972055884e-34,-8.495802016909e-06,-1.179789329372e-27
3.444480000000e-06,3.444480000000e+00,-7.365073925914e-35,-5.334501329385e-06,-7.412915431757e-28,-1.145678166253e-34,-8.298113179043e-06,-1.153120178273e-27
3.446820000000e-06,3.446820000000e+00,-7.193580904542e-35,-5.210289439634e-06,-7.245227126420e-28,-1.119001474040e-34,-8.104894683876e-06,-1.127035330777e-27
3.449160000000e-06,3.449160000000e+00,-7.025968618325e-35,-5.088888354915e-06,-7.081215551050e-28,-1.092928451739e-34,-7.916048552089e-06,-1.101522419052e-27
3.451500000000e-06,3.451500000000e+00,-6.862151946199e-35,-4.970236422290e-06,-6.920802817534e-28,-1.067445858298e-34,-7.731478879118e-06,-1.076569327172e-27
3.453840000000e-06,3.453840000000e+00,-6.702047571045e-35,-4.854273295417e-06,-6.763912625547e-28,-1.042540733274e-34,-7.551091792872e-06,-1.052164186196e-27
3.456180000000e-06,3.456180000000e+00,-6.545573942896e-35,-4.740939907895e-06,-6.610470231560e-28,-1.018200391117e-34,-7.374795412282e-06,-1.028295369354e-27
3.458520000000e-06,3.458520000000e+00,-6.392651242866e-35,-4.630178447141e-06,-6.460402418432e-28,-9.944124155570e-35,-7.202499806663e-06,-1.004951487312e-27
3.460860000000e-06,3.460860000000e+00,-6.243201347785e-35,-4.521932328770e-06,-6.313637465554e-28,-9.711646540998e-35,-7.034116955865e-06,-9.821213835307e-28
3.463200000000e-06,3.463200000000e+00,-6.097147795519e-35,-4.416146171488e-06,-6.170105119567e-28,-9.484452126362e-35,-6.869560711203e-06,-9.597941297105e-28
3.465540000000e-06,3.465540000000e+00,-5.954415750978e-35,-4.312765772458e-06,-6.029736565605e-28,-9.262424501521e-35,-6.708746757156e-06,-9.379590213164e-28
3.467880000000e-06,3.467880000000e+00,-5.814931972786e-35,-4.211738083166e-06,-5.892464399089e-28,-9.045449735444e-35,-6.551592573814e-06,-9.166055731917e-28
3.470220000000e-06,3.470220000000e+00,-5.678624780602e-35,-4.113011185755e-06,-5.758222598040e-28,-8.833416325381e-35,-6.398017400064e-06,-8.957235152506e-28
3.472560000000e-06,3.472560000000e+00,-5.545424023091e-35,-4.016534269819e-06,-5.626946495909e-28,-8.626215147031e-35,-6.247942197496e-06,-8.753027882525e-28
3.474900000000e-06,3.474900000000e+00,-5.415261046515e-35,-3.922257609657e-06,-5.498572754923e-28,-8.423739405690e-35,-6.101289615022e-06,-8.553335396547e-28
3.477240000000e-06,3.477240000000e+00,-5.288068663950e-35,-3.830132541978e-06,-5.373039339918e-28,-8.225884588367e-35,-5.957983954189e-06,-8.358061195428e-28
3.479580000000e-06,3.479580000000e+00,-5.163781125104e-35,-3.740111444041e-06,-5.250285492670e-28,-8.032548416829e-35,-5.817951135175e-06,-8.167110766375e-28
3.481920000000e-06,3.481920000000e+00,-5.042334086734e-35,-3.652147712224e-06,-5.130251706708e-28,-7.843630801586e-35,-5.681118663459e-06,-7.980391543768e-28
3.484260000000e-06,3.484260000000e+00,-4.923664583644e-35,-3.566195741021e-06,-5.012879702596e-28,-7.659033796780e-35,-5.547415597143e-06,-7.797812870705e-28
3.486600000000e-06,3.486600000000e+00,-4.807711000259e-35,-3.482210902451e-06,-4.898112403682e-28,-7.478661555958e-35,-5.416772514924e-06,-7.619285961284e-28
3.488940000000e-06,3.488940000000e+00,-4.694413042754e-35,-3.400149525878e-06,-4.785893912305e-28,-7.302420288728e-35,-5.289121484699e-06,-7.444723863585e-28
3.491280000000e-06,3.491280000000e+00,-4.583711711746e-35,-3.319968878220e-06,-4.676169486445e-28,-7.130218218272e-35,-5.164396032787e-06,-7.274041423358e-28
3.493620000000e-06,3.493620000000e+00,-4.475549275518e-35,-3.241627144566e-06,-4.568885516820e-28,-6.961965539695e-35,-5.042531113770e-06,-7.107155248386e-28
3.495960000000e-06,3.495960000000e+00,-4.369869243776e-35,-3.165083409162e-06,-4.463989504411e-28,-6.797574379207e-35,-4.923463080918e-06,-6.943983673528e-28
3.498300000000e-06,3.498300000000e+00,-4.266616341927e-35,-3.090297636783e-06,-4.361430038414e-28,-6.636958754109e-35,-4.807129657218e-06,-6.784446726422e-28
3.500640000000e-06,3.500640000000e+00,-4.165736485873e-35,-3.017230654477e-06,-4.261156774609e-28,-6.480034533580e-35,-4.693469906964e-06,-6.628466093836e-28
3.502980000000e-06,3.502980000000e+00,-4.067176757296e-35,-2.945844133662e-06,-4.163120414134e-28,-6.326719400238e-35,-4.582424207918e-06,-6.475965088654e-28
3.505320000000e-06,3.505320000000e+00,-3.970885379446e-35,-2.876100572590e-06,-4.067272682673e-28,-6.176932812471e-35,-4.473934224029e-06,-6.326868617492e-28
3.507660000000e-06,3.507660000000e+00,-3.876811693404e-35,-2.807963279156e-06,-3.973566310025e-28,-6.030595967517e-35,-4.367942878687e-06,-6.181103148928e-28
3.510000000000e-06,3.510000000000e+00,-3.784906134820e-35,-2.741396354048e-06,-3.881955010072e-28,-5.887631765276e-35,-4.264394328519e-06,-6.038596682334e-28
3.512340000000e-06,3.512340000000e+00,-3.695120211120e-35,-2.676364674237e-06,-3.792393461122e-28,-5.747964772854e-35,-4.163233937702e-06,-5.899278717302e-28
3.514680000000e-06,3.514680000000e+00,-3.607406479160e-35,-2.612833876793e-06,-3.704837286631e-28,-5.611521189804e-35,-4.064408252789e-06,-5.763080223649e-28
3.517020000000e-06,3.517020000000e+00,-3.521718523334e-35,-2.550770343030e-06,-3.619243036287e-28,-5.478228814074e-35,-3.967864978046e-06,-5.629933612003e-28
3.519360000000e-06,3.519360000000e+00,-3.438010934117e-35,-2.490141182963e-06,-3.535568167461e-28,-5.348017008627e-35,-3.873552951276e-06,-5.499772704940e-28
3.521700000000e-06,3.521700000000e+00,-3.356239287042e-35,-2.430914220082e-06,-3.453771027007e-28,-5.220816668731e-35,-3.781422120127e-06,-5.372532708677e-28
3.524040000000e-06,3.524040000000e+00,-3.276360122090e-35,-2.373057976422e-06,-3.373810833413e-28,-5.096560189917e-35,-3.691423518879e-06,-5.248150185310e-28
3.526380000000e-06,3.526380000000e+00,-3.198330923504e-35,-2.316541657948e-06,-3.295647659296e-28,-4.975181436561e-35,-3.603509245696e-06,-5.126563025571e-28
3.528720000000e-06,3.528720000000e+00,-3.122110100001e-35,-2.261335140214e-06,-3.219242414224e-28,-4.856615711113e-35,-3.517632440333e-06,-5.007710422126e-28
3.531060000000e-06,3.531060000000e+00,-3.047656965389e-35,-2.207408954331e-06,-3.144556827878e-28,-4.740799723938e-35,-3.433747262293e-06,-4.891532843366e-28
3.533400000000e-06,3.533400000000e+00,-2.974931719564e-35,-2.154734273203e-06,-3.071553433532e-28,-4.627671563766e-35,-3.351808869427e-06,-4.777972007717e-28
3.535740000000e-06,3.535740000000e+00,-2.903895429901e-35,-2.103282898044e-06,-3.000195551850e-28,-4.517170668735e-35,-3.271773396957e-06,-4.666970858434e-28
3.538080000000e-06,3.538080000000e+00,-2.834510013016e-35,-2.053027245169e-06,-2.930447274995e-28,-4.409237798025e-35,-3.193597936930e-06,-4.558473538881e-28
3.540420000000e-06,3.540420000000e+00,-2.766738216891e-35,-2.003940333055e-06,-2.862273451047e-28,-4.303815004053e-35,-3.117240518085e-06,-4.452425368296e-28
3.542760000000e-06,3.542760000000e+00,-2.700543603371e-35,-1.955995769650e-06,-2.795639668720e-28,-4.200845605244e-35,-3.042660086122e-06,-4.348772818010e-28
3.545100000000e-06,3.545100000000e+00,-2.635890531003e-35,-1.909167739957e-06,-2.730512242373e-28,-4.100274159339e-35,-2.969816484377e-06,-4.247463488136e-28
3.547440000000e-06,3.547440000000e+00,-2.572744138235e-35,-1.863430993855e-06,-2.666858197309e-28,-4.002046437254e-35,-2.898670434886e-06,-4.148446084703e-28
3.549780000000e-06,3.549780000000e+00,-2.511070326942e-35,-1.818760834175e-06,-2.604645255365e-28,-3.906109397466e-35,-2.829183519827e-06,-4.051670397235e-28
3.552120000000e-06,3.552120000000e+00,-2.450835746300e-35,-1.775133105011e-06,-2.543841820775e-28,-3.812411160912e-35,-2.761318163350e-06,-3.957087276762e-28
3.554460000000e-06,3.554460000000e+00,-2.392007776976e-35,-1.732524180277e-06,-2.484416966308e-28,-3.720900986406e-35,-2.695037613765e-06,-3.864648614257e-28
3.556800000000e-06,3.556800000000e+00,-2.334554515643e-35,-1.690910952489e-06,-2.426340419677e-28,-3.631529246556e-35,-2.630305926094e-06,-3.774307319497e-28
3.559140000000e-06,3.559140000000e+00,-2.278444759816e-35,-1.650270821777e-06,-2.369582550209e-28,-3.544247404158e-35,-2.567087944987e-06,-3.686017300325e-28
3.561480000000e-06,3.561480000000e+00,-2.223647992988e-35,-1.610581685126e-06,-2.314114355780e-28,-3.459007989092e-35,-2.505349287974e-06,-3.599733442324e-28
3.563820000000e-06,3.563820000000e+00,-2.170134370071e-35,-1.571821925827e-06,-2.259907449995e-28,-3.375764575666e-35,-2.445056329064e-06,-3.515411588882e-28
3.566160000000e-06,3.566160000000e+00,-2.117874703139e-35,-1.533970403151e-06,-2.206934049630e-28,-3.294471760439e-35,-2.386176182679e-06,-3.433008521647e-28
3.568500000000e-06,3.568500000000e+00,-2.066840447457e-35,-1.497006442229e-06,-2.155166962306e-28,-3.215085140489e-35,-2.328676687912e-06,-3.352481941365e-28
3.570840000000e-06,3.570840000000e+00,-2.017003687795e-35,-1.460909824145e-06,-2.104579574411e-28,-3.137561292126e-35,-2.272526393114e-06,-3.273790449083e-28
3.573180000000e-06,3.573180000000e+00,-1.968337125028e-35,-1.425660776220e-06,-2.055145839260e-28,-3.061857750043e-35,-2.217694540787e-06,-3.196893527737e-28
3.575520000000e-06,3.575520000000e+00,-1.920814063001e-35,-1.391239962511e-06,-2.006840265480e-28,-2.987932986890e-35,-2.164151052795e-06,-3.121751524081e-28
3.577860000000e-06,3.577860000000e+00,-1.874408395673e-35,-1.357628474488e-06,-1.959637905630e-28,-2.915746393269e-35,-2.111866515870e-06,-3.048325630980e-28
3.580200000000e-06,3.580200000000e+00,-1.829094594519e-35,-1.324807821915e-06,-1.913514345035e-28,-2.845258258140e-35,-2.060812167423e-06,-2.976577870054e-28
3.582540000000e-06,3.582540000000e+00,-1.784847696188e-35,-1.292759923911e-06,-1.868445690847e-28,-2.776429749626e-35,-2.010959881640e-06,-2.906471074652e-28
3.584880000000e-06,3.584880000000e+00,-1.741643290425e-35,-1.261467100201e-06,-1.824408561320e-28,-2.709222896216e-35,-1.962282155868e-06,-2.837968873165e-28
3.587220000000e-06,3.587220000000e+00,-1.699457508227e-35,-1.230912062535e-06,-1.781380075290e-28,-2.643600568353e-35,-1.914752097277e-06,-2.771035672673e-28
3.589560000000e-06,3.589560000000e+00,-1.658267010256e-35,-1.201077906300e-06,-1.739337841868e-28,-2.579526460398e-35,-1.868343409801e-06,-2.705636642906e-28
3.591900000000e-06,3.591900000000e+00,-1.618048975483e-35,-1.171948102293e-06,-1.698259950336e-28,-2.516965072973e-35,-1.823030381345e-06,-2.641737700522e-28
3.594240000000e-06,3.594240000000e+00,-1.578781090069e-35,-1.143506488665e-06,-1.658124960236e-28,-2.455881695662e-35,-1.778787871256e-06,-2.579305493701e-28
3.596580000000e-06,3.596580000000e+00,-1.540441536473e-35,-1.115737263036e-06,-1.618911891664e-28,-2.396242390069e-35,-1.735591298056e-06,-2.518307387034e-28
3.598920000000e-06,3.598920000000e+00,-1.503008982791e-35,-1.088624974770e-06,-1.580600215749e-28,-2.338013973230e-35,-1.693416627420e-06,-2.458711446720e-28
3.601260000000e-06,3.601260000000e+00,-1.466462572306e-35,-1.062154517409e-06,-1.543169845319e-28,-2.281164001365e-35,-1.652240360414e-06,-2.400486426051e-28
3.603600000000e-06,3.603600000000e+00,-1.430781913263e-35,-1.036311121265e-06,-1.506601125761e-28,-2.225660753965e-35,-1.612039521968e-06,-2.343601751184e-28
3.605940000000e-06,3.605940000000e+00,-1.395947068853e-35,-1.011080346166e-06,-1.470874826053e-28,-2.171473218216e-35,-1.572791649591e-06,-2.288027507194e-28
3.608280000000e-06,3.608280000000e+00,-1.361938547401e-35,-9.864480743485e-07,-1.435972129978e-28,-2.118571073735e-35,-1.534474782320e-06,-2.233734424410e-28
3.610620000000e-06,3.610620000000e+00,-1.328737292763e-35,-9.624005035049e-07,-1.401874627510e-28,-2.066924677632e-35,-1.497067449896e-06,-2.180693865016e-28
3.612960000000e-06,3.612960000000e+00,-1.296324674921e-35,-9.389241399665e-07,-1.368564306378e-28,-2.016505049876e-35,-1.460548662170e-06,-2.128877809921e-28
3.615300000000e-06,3.615300000000e+00,-1.264682480768e-35,-9.160057920351e-07,-1.336023543785e-28,-1.967283858972e-35,-1.424897898721e-06,-2.078258845888e-28
3.617640000000e-06,3.617640000000e+00,-1.233792905095e-35,-8.936325634502e-07,-1.304235098309e-28,-1.919233407926e-35,-1.390095098700e-06,-2.028810152925e-28
3.619980000000e-06,3.619980000000e+00,-1.203638541759e-35,-8.717918469927e-07,-1.273182101949e-28,-1.872326620513e-35,-1.356120650878e-06,-1.980505491921e-28
3.622320000000e-06,3.622320000000e+00,-1.174202375032e-35,-8.504713182222e-07,-1.242848052342e-28,-1.826537027828e-35,-1.322955383901e-06,-1.933319192532e-28
3.624660000000e-06,3.624660000000e+00,-1.145467771142e-35,-8.296589293452e-07,-1.213216805127e-28,-1.781838755109e-35,-1.290580556759e-06,-1.887226141309e-28
3.627000000000e-06,3.627000000000e+00,-1.117418469975e-35,-8.093429032106e-07,-1.184272566469e-28,-1.738206508850e-35,-1.258977849439e-06,-1.842201770063e-28
